iso,country,age_sex_group,expat_pop,total_pop
478,Mauritania,total_age0,12000,140000
500,Montserrat,total_age0,1000,1000
470,Malta,total_age0,1000,24000
480,Mauritius,total_age0,3400,80000
462,Maldives,total_age0,3900,27000
454,Malawi,total_age0,4300,87000
484,Mexico,total_age0,310000,10000000
458,Malaysia,total_age0,72000,2100000
508,Mozambique,total_age0,41000,640000
516,Namibia,total_age0,2400,59000
540,New Caledonia,total_age0,1000,16000
562,Niger,total_age0,7000,53000
566,Nigeria,total_age0,230000,4000000
558,Nicaragua,total_age0,22000,550000
528,Netherlands,total_age0,11000,810000
578,Norway,total_age0,7000,390000
524,Nepal,total_age0,60000,1600000
520,Nauru,total_age0,1000,1200
554,New Zealand,total_age0,14000,260000
512,Oman,total_age0,30000,170000
591,Panama,total_age0,17000,260000
604,Peru,total_age0,140000,3200000
258,French Polynesia,total_age0,1000,20000
598,Papua New Guinea,total_age0,3900,150000
608,Philippines,total_age0,820000,13000000
586,Pakistan,total_age0,170000,6400000
616,Poland,total_age0,16000,2500000
630,Puerto Rico,total_age0,2800,88000
275,Palestine,total_age0,61000,460000
620,Portugal,total_age0,8300,410000
585,Palau,total_age0,1000,1300
600,Paraguay,total_age0,22000,520000
634,Qatar,total_age0,36000,86000
638,Réunion,total_age0,2600,59000
642,Romania,total_age0,7000,920000
688,Serbia,total_age0,8400,200000
643,Russia,total_age0,150000,4800000
646,Rwanda,total_age0,12000,150000
682,Saudi Arabia,total_age0,75000,1300000
90,Solomon Islands,total_age0,1000,25000
690,Seychelles,total_age0,1000,6400
752,Sweden,total_age0,15000,650000
702,Singapore,total_age0,21000,130000
705,Slovenia,total_age0,2200,85000
703,Slovakia,total_age0,2300,220000
694,Sierra Leone,total_age0,6100,110000
674,San Marino,total_age0,1000,1000
686,Senegal,total_age0,26000,530000
706,Somalia,total_age0,32000,280000
740,Suriname,total_age0,2400,42000
728,South Sudan,total_age0,6200,49000
678,Sao Tome and Principe,total_age0,1400,12000
222,El Salvador,total_age0,29000,510000
534,Sint Maarten,total_age0,1000,1800
748,Swaziland,total_age0,4100,55000
796,Turks and Caicos Islands,total_age0,1000,1700
148,Chad,total_age0,5000,58000
768,Togo,total_age0,13000,110000
764,Thailand,total_age0,200000,4000000
762,Tajikistan,total_age0,6300,150000
626,Timor-Leste,total_age0,21000,96000
795,Turkmenistan,total_age0,1000,21000
788,Tunisia,total_age0,36000,910000
776,Tonga,total_age0,1000,13000
792,Turkey,total_age0,230000,3700000
780,Trinidad and Tobago,total_age0,4100,54000
798,Tuvalu,total_age0,1000,1000
158,Taiwan,total_age0,21000,900000
834,Tanzania,total_age0,13000,290000
804,Ukraine,total_age0,27000,1900000
800,Uganda,total_age0,27000,350000
840,United States,total_age0,440000,12000000
858,Uruguay,total_age0,5700,140000
860,Uzbekistan,total_age0,10000,610000
670,Saint Vincent and the Grenadines,total_age0,1000,6400
862,Venezuela,total_age0,50000,1500000
92,British Virgin Islands,total_age0,1000,1100
850,US Virgin Islands,total_age0,1000,2100
704,Vietnam,total_age0,100000,8800000
548,Vanuatu,total_age0,1000,20000
876,Wallis and Futuna,total_age0,1000,1000
882,Samoa,total_age0,1600,22000
983,Kosovo,total_age0,2400,90000
887,Yemen,total_age0,21000,380000
175,Mayotte,total_age0,1000,25000
710,South Africa,total_age0,120000,3500000
894,Zambia,total_age0,17000,360000
716,Zimbabwe,total_age0,6300,140000
20,Andorra,total_age1,1100,5700
784,United Arab Emirates,total_age1,860000,1500000
4,Afghanistan,total_age1,60000,1200000
28,Antigua,total_age1,2200,10000
660,Anguilla,total_age1,1000,1500
8,Albania,total_age1,12000,290000
51,Armenia,total_age1,11000,250000
24,Angola,total_age1,55000,790000
32,Argentina,total_age1,250000,5700000
16,American Samoa,total_age1,1000,4800
40,Austria,total_age1,74000,800000
36,Australia,total_age1,290000,2300000
533,Aruba,total_age1,2100,12000
31,Azerbaijan,total_age1,20000,720000
70,Bosnia and Herzegovina,total_age1,19000,290000
52,Barbados,total_age1,1900,26000
50,Bangladesh,total_age1,310000,14000000
56,Belgium,total_age1,92000,1100000
854,Burkina Faso,total_age1,43000,470000
100,Bulgaria,total_age1,14000,590000
48,Bahrain,total_age1,86000,210000
108,Burundi,total_age1,16000,180000
204,Benin,total_age1,69000,420000
652,Saint Barthélemy,total_age1,1000,1000
60,Bermuda,total_age1,1000,3900
96,Brunei,total_age1,16000,73000
68,Bolivia,total_age1,120000,1700000
535,"Bonaire, Sint Eustatius and Saba",total_age1,1000,2100
76,Brazil,total_age1,330000,25000000
44,The Bahamas,total_age1,3800,39000
64,Bhutan,total_age1,5800,110000
72,Botswana,total_age1,19000,210000
112,Belarus,total_age1,35000,730000
84,Belize,total_age1,4600,52000
124,Canada,total_age1,370000,3100000
180,Democratic Republic of the Congo,total_age1,60000,990000
140,Central African Republic,total_age1,3500,29000
178,Republic of the Congo,total_age1,19000,200000
756,Switzerland,total_age1,82000,730000
384,Côte d'Ivoire,total_age1,150000,1300000
184,Cook Islands,total_age1,1000,1500
152,Chile,total_age1,200000,2400000
120,Cameroon,total_age1,68000,1000000
156,China,total_age1,120000,890000
170,Colombia,total_age1,490000,7200000
188,Costa Rica,total_age1,54000,600000
132,Cape Verde,total_age1,5400,51000
531,Curaçao,total_age1,2400,14000
196,Cyprus,total_age1,28000,170000
203,Czech Republic,total_age1,37000,980000
276,Germany,total_age1,380000,7100000
262,Djibouti,total_age1,10000,63000
208,Denmark,total_age1,31000,540000
212,Dominica,total_age1,1100,7100
214,Dominican Republic,total_age1,120000,1300000
12,Algeria,total_age1,410000,5400000
218,Ecuador,total_age1,180000,3000000
233,Estonia,total_age1,2100,120000
818,Egypt,total_age1,310000,10000000
724,Spain,total_age1,270000,4000000
231,Ethiopia,total_age1,80000,1000000
246,Finland,total_age1,15000,490000
242,Fiji,total_age1,9000,110000
238,Falkland Islands,total_age1,1000,1000
583,Federated States of Micronesia,total_age1,1000,8600
234,Faroe Islands,total_age1,1000,4600
250,France,total_age1,400000,6900000
266,Gabon,total_age1,23000,160000
826,United Kingdom,total_age1,380000,6800000
308,Grenada,total_age1,1300,12000
268,Georgia,total_age1,20000,470000
254,French Guiana,total_age1,3900,27000
831,Guernsey,total_age1,1000,4700
288,Ghana,total_age1,130000,1900000
292,Gibraltar,total_age1,1000,2500
304,Greenland,total_age1,1000,5500
270,The Gambia,total_age1,22000,92000
324,Guinea,total_age1,31000,450000
312,Guadeloupe,total_age1,3700,41000
226,Equatorial Guinea,total_age1,4800,23000
300,Greece,total_age1,64000,980000
320,Guatemala,total_age1,93000,2200000
316,Guam,total_age1,5700,25000
624,Guinea-Bissau,total_age1,8600,64000
328,Guyana,total_age1,8300,96000
344,Hong Kong,total_age1,82000,690000
340,Honduras,total_age1,42000,1000000
191,Croatia,total_age1,13000,380000
332,Haiti,total_age1,20000,520000
348,Hungary,total_age1,24000,970000
360,Indonesia,total_age1,960000,38000000
372,Ireland,total_age1,33000,540000
376,Israel,total_age1,88000,900000
833,Isle Of Man,total_age1,1000,6600
356,India,total_age1,1200000,91000000
368,Iraq,total_age1,270000,6000000
352,Iceland,total_age1,3200,37000
380,Italy,total_age1,290000,4800000
832,Jersey,total_age1,2600,8200
388,Jamaica,total_age1,16000,290000
400,Jordan,total_age1,200000,1300000
392,Japan,total_age1,210000,7700000
404,Kenya,total_age1,170000,3000000
417,Kyrgyzstan,total_age1,15000,610000
116,Cambodia,total_age1,83000,2800000
296,Kiribati,total_age1,1000,12000
174,Comoros,total_age1,4900,45000
659,Saint Kitts and Nevis,total_age1,1100,6100
410,South Korea,total_age1,140000,4400000
414,Kuwait,total_age1,210000,520000
136,Cayman Islands,total_age1,1500,5800
398,Kazakhstan,total_age1,37000,1800000
418,Laos,total_age1,53000,870000
422,Lebanon,total_age1,190000,760000
662,St. Lucia,total_age1,1300,18000
438,Liechtenstein,total_age1,1000,1700
144,Sri Lanka,total_age1,29000,1500000
430,Liberia,total_age1,14000,140000
426,Lesotho,total_age1,9700,100000
440,Lithuania,total_age1,5200,290000
442,Luxembourg,total_age1,11000,56000
428,Latvia,total_age1,3000,160000
434,Libya,total_age1,160000,1100000
504,Morocco,total_age1,280000,5000000
492,Monaco,total_age1,1000,1200
498,Moldova,total_age1,7700,230000
499,Montenegro,total_age1,4600,65000
663,Saint Martin,total_age1,1000,2700
450,Madagascar,total_age1,19000,820000
584,Marshall Islands,total_age1,1000,4700
807,Macedonia,total_age1,9900,170000
466,Mali,total_age1,59000,490000
104,Myanmar,total_age1,200000,6500000
496,Mongolia,total_age1,18000,500000
446,Macau,total_age1,11000,51000
580,Northern Mariana Islands,total_age1,1200,5500
474,Martinique,total_age1,2400,35000
478,Mauritania,total_age1,29000,250000
500,Montserrat,total_age1,1000,1000
470,Malta,total_age1,6500,51000
480,Mauritius,total_age1,16000,150000
462,Maldives,total_age1,24000,68000
454,Malawi,total_age1,9300,160000
484,Mexico,total_age1,850000,20000000
458,Malaysia,total_age1,390000,4700000
508,Mozambique,total_age1,44000,700000
516,Namibia,total_age1,7400,150000
540,New Caledonia,total_age1,3100,31000
562,Niger,total_age1,21000,140000
566,Nigeria,total_age1,430000,7900000
558,Nicaragua,total_age1,34000,720000
528,Netherlands,total_age1,81000,1800000
578,Norway,total_age1,29000,460000
524,Nepal,total_age1,130000,2700000
520,Nauru,total_age1,1000,1600
554,New Zealand,total_age1,63000,490000
512,Oman,total_age1,180000,590000
591,Panama,total_age1,40000,490000
604,Peru,total_age1,310000,5300000
258,French Polynesia,total_age1,2200,32000
598,Papua New Guinea,total_age1,7700,230000
608,Philippines,total_age1,990000,20000000
586,Pakistan,total_age1,450000,12000000
616,Poland,total_age1,69000,3400000
630,Puerto Rico,total_age1,11000,230000
275,Palestine,total_age1,110000,670000
620,Portugal,total_age1,62000,1100000
585,Palau,total_age1,1000,2000
600,Paraguay,total_age1,39000,820000
634,Qatar,total_age1,270000,430000
638,Réunion,total_age1,9000,99000
642,Romania,total_age1,32000,1800000
688,Serbia,total_age1,39000,570000
643,Russia,total_age1,470000,11000000
646,Rwanda,total_age1,23000,240000
682,Saudi Arabia,total_age1,490000,4800000
90,Solomon Islands,total_age1,1500,32000
690,Seychelles,total_age1,2000,10000
752,Sweden,total_age1,84000,1000000
702,Singapore,total_age1,150000,550000
705,Slovenia,total_age1,13000,180000
703,Slovakia,total_age1,14000,510000
694,Sierra Leone,total_age1,14000,210000
674,San Marino,total_age1,1000,1500
686,Senegal,total_age1,81000,910000
706,Somalia,total_age1,66000,600000
740,Suriname,total_age1,6700,72000
728,South Sudan,total_age1,20000,120000
678,Sao Tome and Principe,total_age1,1600,15000
222,El Salvador,total_age1,63000,920000
534,Sint Maarten,total_age1,1900,4100
748,Swaziland,total_age1,8000,77000
796,Turks and Caicos Islands,total_age1,1400,4100
148,Chad,total_age1,13000,120000
768,Togo,total_age1,30000,210000
764,Thailand,total_age1,660000,11000000
762,Tajikistan,total_age1,11000,240000
626,Timor-Leste,total_age1,28000,130000
795,Turkmenistan,total_age1,1000,25000
788,Tunisia,total_age1,84000,1500000
776,Tonga,total_age1,1100,15000
792,Turkey,total_age1,690000,9800000
780,Trinidad and Tobago,total_age1,12000,130000
798,Tuvalu,total_age1,1000,1300
158,Taiwan,total_age1,170000,2600000
834,Tanzania,total_age1,56000,1300000
804,Ukraine,total_age1,81000,3100000
800,Uganda,total_age1,82000,1000000
840,United States,total_age1,2100000,30000000
858,Uruguay,total_age1,20000,430000
860,Uzbekistan,total_age1,20000,980000
670,Saint Vincent and the Grenadines,total_age1,1200,13000
862,Venezuela,total_age1,97000,2500000
92,British Virgin Islands,total_age1,1000,2800
850,US Virgin Islands,total_age1,1000,3600
704,Vietnam,total_age1,190000,14000000
548,Vanuatu,total_age1,1100,24000
876,Wallis and Futuna,total_age1,1000,1000
882,Samoa,total_age1,2300,26000
983,Kosovo,total_age1,12000,220000
887,Yemen,total_age1,54000,770000
175,Mayotte,total_age1,2200,20000
710,South Africa,total_age1,350000,4500000
894,Zambia,total_age1,36000,670000
716,Zimbabwe,total_age1,12000,290000
20,Andorra,total_age2,1900,7300
784,United Arab Emirates,total_age2,1700000,2700000
4,Afghanistan,total_age2,63000,1200000
28,Antigua,total_age2,3100,10000
660,Anguilla,total_age2,1000,1700
8,Albania,total_age2,16000,310000
51,Armenia,total_age2,13000,270000
24,Angola,total_age2,47000,510000
32,Argentina,total_age2,310000,5800000
16,American Samoa,total_age2,1100,4200
40,Austria,total_age2,110000,800000
36,Australia,total_age2,480000,2300000
533,Aruba,total_age2,3700,12000
31,Azerbaijan,total_age2,34000,1100000
70,Bosnia and Herzegovina,total_age2,23000,280000
52,Barbados,total_age2,2800,30000
50,Bangladesh,total_age2,230000,8500000
56,Belgium,total_age2,130000,1000000
854,Burkina Faso,total_age2,36000,380000
100,Bulgaria,total_age2,15000,510000
48,Bahrain,total_age2,170000,350000
108,Burundi,total_age2,10000,130000
204,Benin,total_age2,49000,290000
652,Saint Barthélemy,total_age2,1000,1000
60,Bermuda,total_age2,1000,4900
96,Brunei,total_age2,25000,89000
68,Bolivia,total_age2,81000,1300000
535,"Bonaire, Sint Eustatius and Saba",total_age2,1100,2500
76,Brazil,total_age2,300000,23000000
44,The Bahamas,total_age2,6600,46000
64,Bhutan,total_age2,6900,100000
72,Botswana,total_age2,22000,190000
112,Belarus,total_age2,33000,680000
84,Belize,total_age2,5000,45000
124,Canada,total_age2,550000,3500000
180,Democratic Republic of the Congo,total_age2,38000,590000
140,Central African Republic,total_age2,3700,24000
178,Republic of the Congo,total_age2,21000,140000
756,Switzerland,total_age2,140000,760000
384,Côte d'Ivoire,total_age2,140000,1100000
184,Cook Islands,total_age2,1000,1500
152,Chile,total_age2,310000,2700000
120,Cameroon,total_age2,56000,800000
156,China,total_age2,170000,1000000
170,Colombia,total_age2,510000,6400000
188,Costa Rica,total_age2,68000,600000
132,Cape Verde,total_age2,6300,49000
531,Curaçao,total_age2,3800,16000
196,Cyprus,total_age2,36000,180000
203,Czech Republic,total_age2,54000,930000
276,Germany,total_age2,610000,6800000
262,Djibouti,total_age2,12000,50000
208,Denmark,total_age2,48000,510000
212,Dominica,total_age2,1600,7900
214,Dominican Republic,total_age2,150000,1400000
12,Algeria,total_age2,400000,5000000
218,Ecuador,total_age2,160000,2300000
233,Estonia,total_age2,3600,110000
818,Egypt,total_age2,340000,8700000
724,Spain,total_age2,430000,4900000
231,Ethiopia,total_age2,100000,1800000
246,Finland,total_age2,24000,440000
242,Fiji,total_age2,9700,100000
238,Falkland Islands,total_age2,1000,1000
583,Federated States of Micronesia,total_age2,1000,6400
234,Faroe Islands,total_age2,1000,4000
250,France,total_age2,620000,6100000
266,Gabon,total_age2,35000,150000
826,United Kingdom,total_age2,610000,6600000
308,Grenada,total_age2,1700,13000
268,Georgia,total_age2,23000,480000
254,French Guiana,total_age2,5300,23000
831,Guernsey,total_age2,1000,4900
288,Ghana,total_age2,120000,1500000
292,Gibraltar,total_age2,1000,3200
304,Greenland,total_age2,1000,5500
270,The Gambia,total_age2,22000,91000
324,Guinea,total_age2,25000,380000
312,Guadeloupe,total_age2,5100,37000
226,Equatorial Guinea,total_age2,8600,26000
300,Greece,total_age2,78000,990000
320,Guatemala,total_age2,74000,1700000
316,Guam,total_age2,7700,25000
624,Guinea-Bissau,total_age2,8100,57000
328,Guyana,total_age2,8000,89000
344,Hong Kong,total_age2,150000,840000
340,Honduras,total_age2,35000,810000
191,Croatia,total_age2,19000,390000
332,Haiti,total_age2,18000,440000
348,Hungary,total_age2,29000,850000
360,Indonesia,total_age2,800000,31000000
372,Ireland,total_age2,59000,480000
376,Israel,total_age2,140000,1100000
833,Isle Of Man,total_age2,1300,6300
356,India,total_age2,1300000,88000000
368,Iraq,total_age2,290000,5800000
352,Iceland,total_age2,5300,36000
380,Italy,total_age2,410000,5300000
832,Jersey,total_age2,3900,8300
388,Jamaica,total_age2,21000,300000
400,Jordan,total_age2,250000,1300000
392,Japan,total_age2,270000,6300000
404,Kenya,total_age2,130000,2000000
417,Kyrgyzstan,total_age2,18000,610000
116,Cambodia,total_age2,110000,3400000
296,Kiribati,total_age2,1000,9600
174,Comoros,total_age2,3600,31000
659,Saint Kitts and Nevis,total_age2,1600,7000
410,South Korea,total_age2,250000,4100000
414,Kuwait,total_age2,540000,1100000
136,Cayman Islands,total_age2,3900,8800
398,Kazakhstan,total_age2,43000,2100000
418,Laos,total_age2,64000,770000
422,Lebanon,total_age2,240000,830000
662,St. Lucia,total_age2,1900,21000
438,Liechtenstein,total_age2,1000,1900
144,Sri Lanka,total_age2,35000,1400000
430,Liberia,total_age2,14000,110000
426,Lesotho,total_age2,6800,70000
440,Lithuania,total_age2,5400,270000
442,Luxembourg,total_age2,15000,56000
428,Latvia,total_age2,3700,150000
434,Libya,total_age2,200000,1100000
504,Morocco,total_age2,260000,4200000
492,Monaco,total_age2,1000,1500
498,Moldova,total_age2,8900,230000
499,Montenegro,total_age2,7700,76000
663,Saint Martin,total_age2,1000,2700
450,Madagascar,total_age2,11000,430000
584,Marshall Islands,total_age2,1000,3300
807,Macedonia,total_age2,14000,200000
466,Mali,total_age2,57000,440000
104,Myanmar,total_age2,320000,9100000
496,Mongolia,total_age2,14000,400000
446,Macau,total_age2,21000,74000
580,Northern Mariana Islands,total_age2,1700,5100
